MGI:MGI:1889817	replication initiator 1		GO:0022626		MGI	NCBITaxon:10090	IDA		PANTHER:PTHR24406	protein_coding_gene		PMID:20727851	20120618
MGI:MGI:1860603	ribosomal protein L36		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10114	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1860603	ribosomal protein L36		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9Y3U8	PANTHER:PTHR10114	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1860603	ribosomal protein L36		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000012121|SGD:S000006438|UniProtKB:Q9Y3U8|RGD:62085|UniProtKB:Q8I713|SGD:S000004807|MGI:MGI:1860603	PANTHER:PTHR10114	protein_coding_gene		GO_REF:0000033	20230109
MGI:MGI:1860603	ribosomal protein L36		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10114	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1860603	ribosomal protein L36		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10114	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:108057	ribosomal protein L6		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:619826	PANTHER:PTHR10715	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:108057	ribosomal protein L6		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR10715	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:108057	ribosomal protein L6		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:Q02878	PANTHER:PTHR10715	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:108057	ribosomal protein L6		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10715	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:108057	ribosomal protein L6		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q02878	PANTHER:PTHR10715	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:108057	ribosomal protein L6		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000076315|SGD:S000004440|MGI:MGI:108057|SGD:S000004538|RGD:619826|UniProtKB:Q02878	PANTHER:PTHR10715	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:108057	ribosomal protein L6		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10715	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:108057	ribosomal protein L6		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10715	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:1919431	NOL1/NOP2/Sun domain family, member 4		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q96CB9	PANTHER:PTHR22808	protein_coding_gene		PMID:21531335	20111227
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR14413	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9NRX2	PANTHER:PTHR14413	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161101
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR14413	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000456|InterPro:IPR036373	PANTHER:PTHR14413	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001024656|SGD:S000003599|UniProtKB:Q9NRX2	PANTHER:PTHR14413	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1351608	mitochondrial ribosomal protein L17		GO:0005762		MGI	NCBITaxon:10090	ISA	EMBL:S78759	PANTHER:PTHR14413	protein_coding_gene		PMID:10593885	20010919
MGI:MGI:1351605	ribosomal protein L3		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:735105	PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1351605	ribosomal protein L3		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1351605	ribosomal protein L3		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P39023	PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20220429
MGI:MGI:1351605	ribosomal protein L3		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:735105	PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1351605	ribosomal protein L3		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1351605	ribosomal protein L3		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P39023	PANTHER:PTHR11363	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20220907
MGI:MGI:1351605	ribosomal protein L3		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000146039|UniProtKB:Q8IJC6|MGI:MGI:1351605|MGI:MGI:1913461|UniProtKB:P39023|SGD:S000005589|RGD:735105	PANTHER:PTHR11363	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1350917	ribosomal protein S3		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P23396	PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20150917
MGI:MGI:1350917	ribosomal protein S3		GO:0015935		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005703	PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1350917	ribosomal protein S3		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P23396	PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1350917	ribosomal protein S3		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P23396	PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20080828
MGI:MGI:1350917	ribosomal protein S3		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1350917	ribosomal protein S3		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:619888	PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080812
MGI:MGI:1350917	ribosomal protein S3		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR11760	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1350917	ribosomal protein S3		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000205057|UniProtKB:P23396|SGD:S000005122|MGI:MGI:1350917|UniProtKB:Q8IKH8|RGD:619888|UniProtKB:P0A7V3	PANTHER:PTHR11760	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1350917	ribosomal protein S3		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11760	protein_coding_gene		PMID:16635246	20240306
MGI:MGI:2146565	NOL1/NOP2/Sun domain family member 3		GO:0005762		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000516152|UniProtKB:Q96CB9	PANTHER:PTHR22808	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1859516	ribosomal protein S28		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P62857	PANTHER:PTHR10769	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20231110
MGI:MGI:1859516	ribosomal protein S28		GO:0022627		MGI	NCBITaxon:10090	ISO	RGD:621046	PANTHER:PTHR10769	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20080829
MGI:MGI:1859516	ribosomal protein S28		GO:0022627		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR10769	protein_coding_gene		MGI:MGI:6810796|PMID:25901680	20230511
MGI:MGI:1859516	ribosomal protein S28		GO:0022627		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10769	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221220
MGI:MGI:1859516	ribosomal protein S28		GO:0022627		MGI	NCBITaxon:10090	ISO	UniProtKB:P62857	PANTHER:PTHR10769	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20180104
MGI:MGI:1859516	ribosomal protein S28		GO:0022627		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000080571|UniProtKB:P62857|RGD:621046|MGI:MGI:1859516|UniProtKB:Q6QAT1|SGD:S000004254|SGD:S000005693	PANTHER:PTHR10769	protein_coding_gene		GO_REF:0000033	20230405
MGI:MGI:1859516	ribosomal protein S28		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10769	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1859516	ribosomal protein S28		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10769	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:2443699	far upstream element (FUSE) binding protein 3		GO:0005840		MGI	NCBITaxon:10090	ISO	RGD:1307004	PANTHER:PTHR10288	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20220418
MGI:MGI:2685015	mitochondrial ribosome-associated GTPase 1		GO:0005761		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9BT17	PANTHER:PTHR45782	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20130617
MGI:MGI:2385071	eukaryotic translation termination factor 1		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P62495	PANTHER:PTHR10113	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230223
MGI:MGI:1347076	ribosomal protein L27A		GO:0015934		UniProt	NCBITaxon:10090	IEA	InterPro:IPR030878	PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1347076	ribosomal protein L27A		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1347076	ribosomal protein L27A		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1347076	ribosomal protein L27A		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P46776	PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1347076	ribosomal protein L27A		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1309771	PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1347076	ribosomal protein L27A		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P46776	PANTHER:PTHR11721	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1347076	ribosomal protein L27A		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000197373|SGD:S000003071|RGD:1309771|UniProtKB:P46776|MGI:MGI:1347076	PANTHER:PTHR11721	protein_coding_gene		GO_REF:0000033	20211216
MGI:MGI:1347076	ribosomal protein L27A		GO:0022626		MGI	NCBITaxon:10090	IGI	SGD:S000006437	PANTHER:PTHR11721	protein_coding_gene		PMID:2643099	20210330
MGI:MGI:1347076	ribosomal protein L27A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11721	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1347076	ribosomal protein L27A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR11721	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1347006	proteasome subunit alpha 6		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P60900	PANTHER:PTHR11599	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230928
MGI:MGI:1914957	mitochondrial ribosomal protein L24		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR12903	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1914957	mitochondrial ribosomal protein L24		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q96A35	PANTHER:PTHR12903	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161017
MGI:MGI:1914957	mitochondrial ribosomal protein L24		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR003256|InterPro:IPR005825	PANTHER:PTHR12903	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1914957	mitochondrial ribosomal protein L24		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR12903	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914947	growth arrest and DNA-damage-inducible, gamma interacting protein 1		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR31761	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1914947	growth arrest and DNA-damage-inducible, gamma interacting protein 1		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR31761	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914931	mitochondrial ribosomal protein L18		GO:0005762		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR12899	protein_coding_gene		MGI:MGI:6867305|PMID:25278503	20200203
MGI:MGI:1914931	mitochondrial ribosomal protein L18		GO:0005762		MGI	NCBITaxon:10090	ISO	UniProtKB:Q9H0U6	PANTHER:PTHR12899	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20161017
MGI:MGI:1914931	mitochondrial ribosomal protein L18		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR12899	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1914931	mitochondrial ribosomal protein L18		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR005484|InterPro:IPR036967	PANTHER:PTHR12899	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1914921	ribosomal protein L38		GO:0022625		MGI	NCBITaxon:10090	ISO	RGD:1305573	PANTHER:PTHR10965	protein_coding_gene		MGI:MGI:4417868|GO_REF:0000096	20160217
MGI:MGI:1914921	ribosomal protein L38		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10965	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1914921	ribosomal protein L38		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR10965	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1914921	ribosomal protein L38		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P63173	PANTHER:PTHR10965	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1914921	ribosomal protein L38		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P63173	PANTHER:PTHR10965	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1914921	ribosomal protein L38		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000103359|UniProtKB:Q8II62|RGD:1305573|MGI:MGI:1914921|SGD:S000004317|UniProtKB:P63173	PANTHER:PTHR10965	protein_coding_gene		GO_REF:0000033	20230110
MGI:MGI:1914921	ribosomal protein L38		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10965	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1914921	ribosomal protein L38		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10965	protein_coding_gene		PMID:16452087	20240306
MGI:MGI:1859162	ring finger protein 10		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:Q8N5U6	PANTHER:PTHR12983	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230221
MGI:MGI:2180856	2'-5' oligoadenylate synthetase 1E		GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:P00973	PANTHER:PTHR11258	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20210217
MGI:MGI:1928894	ribosomal protein L35A		GO:0022625		MGI	NCBITaxon:10090	ISO	UniProtKB:P18077	PANTHER:PTHR10902	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230615
MGI:MGI:1928894	ribosomal protein L35A		GO:0022625		UniProt	NCBITaxon:10090	IDA		PANTHER:PTHR10902	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20221219
MGI:MGI:1928894	ribosomal protein L35A		GO:0022625		ComplexPortal	NCBITaxon:10090	IPI		PANTHER:PTHR10902	protein_coding_gene		MGI:MGI:7432473|PMID:36517592	20230615
MGI:MGI:1928894	ribosomal protein L35A		GO:0022626		MGI	NCBITaxon:10090	ISO	UniProtKB:P18077	PANTHER:PTHR10902	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20230705
MGI:MGI:1928894	ribosomal protein L35A		GO:0022625		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000096770|UniProtKB:P18077|MGI:MGI:1928894|SGD:S000005760|SGD:S000006064|RGD:628793	PANTHER:PTHR10902	protein_coding_gene		GO_REF:0000033	20211215
MGI:MGI:1928894	ribosomal protein L35A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098794"", ""label"": ""postsynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10902	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:1928894	ribosomal protein L35A		GO:0005840	"{""relationship"": {""relation"": [{""id"": ""BFO:0000050"", ""label"": ""part of""}], ""id"": ""GO:0098793"", ""label"": ""presynapse""}}"	SynGO	NCBITaxon:10090	NAS		PANTHER:PTHR10902	protein_coding_gene		PMID:25211037	20240306
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21011	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005763		UniProt	NCBITaxon:10090	ISS	UniProtKB:P82931	PANTHER:PTHR21011	protein_coding_gene		MGI:MGI:2151818|PMID:11402041	20150522
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:P82932	PANTHER:PTHR21011	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170106
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR000529|InterPro:IPR035980	PANTHER:PTHR21011	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21011	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:2153111	mitochondrial ribosomal protein S6		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000470371|UniProtKB:P82931|SGD:S000001486|UniProtKB:P82932	PANTHER:PTHR21011	protein_coding_gene		GO_REF:0000033	20170228
MGI:MGI:1354164	heat shock protein 14	colocalizes_with	GO:0005840		MGI	NCBITaxon:10090	ISO	UniProtKB:Q0VDF9	PANTHER:PTHR19375	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20110120
MGI:MGI:1354164	heat shock protein 14	colocalizes_with	GO:0005840		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN001065003|UniProtKB:Q0VDF9	PANTHER:PTHR19375	protein_coding_gene		GO_REF:0000033	20170831
MGI:MGI:1928142	mitochondrial ribosomal protein S24		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR21244	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928142	mitochondrial ribosomal protein S24		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR21244	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928142	mitochondrial ribosomal protein S24		GO:0005763		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR21244	protein_coding_gene		PMID:10938081	20010102
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:O60783	PANTHER:PTHR19836	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170106
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR19836	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001209	PANTHER:PTHR19836	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR19836	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000457005|SGD:S000006370|UniProtKB:O60783	PANTHER:PTHR19836	protein_coding_gene		GO_REF:0000033	20200808
MGI:MGI:1928141	mitochondrial ribosomal protein S14		GO:0005763		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR19836	protein_coding_gene		PMID:10938081	20010102
MGI:MGI:1928140	mitochondrial ribosomal protein S25		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13274	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928140	mitochondrial ribosomal protein S25		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13274	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928140	mitochondrial ribosomal protein S25		GO:0005763		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR13274	protein_coding_gene		PMID:10938081	20010102
MGI:MGI:1928139	mitochondrial ribosomal protein S10		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:P82664	PANTHER:PTHR13334	protein_coding_gene		MGI:MGI:4834177|GO_REF:0000119	20170106
MGI:MGI:1928139	mitochondrial ribosomal protein S10		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13334	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928139	mitochondrial ribosomal protein S10		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR001848	PANTHER:PTHR13334	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1928139	mitochondrial ribosomal protein S10		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13334	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928139	mitochondrial ribosomal protein S10		GO:0005763		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR13334	protein_coding_gene		PMID:10938081	20010102
MGI:MGI:1928138	mitochondrial ribosomal protein S23		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR15925	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928138	mitochondrial ribosomal protein S23		GO:0005840		UniProt	NCBITaxon:10090	IEA	InterPro:IPR023611	PANTHER:PTHR15925	protein_coding_gene		MGI:MGI:2152098|GO_REF:0000002	20240324
MGI:MGI:1928138	mitochondrial ribosomal protein S23		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR15925	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928138	mitochondrial ribosomal protein S23		GO:0005763		MGI	NCBITaxon:10090	ISS		PANTHER:PTHR15925	protein_coding_gene		PMID:10938081	20010102
MGI:MGI:1928137	mitochondrial ribosomal protein S22		GO:0005763		ComplexPortal	NCBITaxon:10090	NAS		PANTHER:PTHR13071	protein_coding_gene		MGI:MGI:6867302|PMID:25838379	20200203
MGI:MGI:1928137	mitochondrial ribosomal protein S22		GO:0005840		UniProt	NCBITaxon:10090	IEA	UniProtKB-KW:KW-0689	PANTHER:PTHR13071	protein_coding_gene		MGI:MGI:1354194|GO_REF:0000043	20240324
MGI:MGI:1928137	mitochondrial ribosomal protein S22		GO:0005763		GO_Central	NCBITaxon:10090	IBA	PANTHER:PTN000991170|UniProtKB:P82649|UniProtKB:P82650	PANTHER:PTHR13071	protein_coding_gene		GO_REF:0000033	20240205
MGI:MGI:1928137	mitochondrial ribosomal protein S22		GO:0005763		MGI	NCBITaxon:10090	ISO	UniProtKB:P82650	PANTHER:PTHR13071	protein_coding_gene		PMID:10938081	20071126
